dataset,method,feature_index,feature,n_real,n_synthetic,real_mean,synthetic_mean,mean_difference,t_statistic,p_value,ks_statistic,p_below_0_05
HIV,Column-wise,57,RATIO_CD4CD8,91,91,1.2654785350128843,1.2618334183653632,-0.0036451166475213,0.0260223583360244,0.9792684168613176,0.0439560439560439,False
HIV,Column-wise,58,V8Neut,91,91,265.0976501297165,271.14096239110927,6.043312261392771,-0.1243985957211245,0.9011386440884906,0.0769230769230769,False
HIV,Column-wise,59,V9Neut,91,91,935.7140911647252,897.3476543216915,-38.366436843033625,0.2587698913155785,0.7961084773332106,0.0659340659340659,False
HIV,Column-wise,60,V7_ACE2,91,91,334.41255225716054,346.2806858859219,11.86813362876137,-0.2263054778879166,0.8212207877532647,0.0549450549450549,False
HIV,Column-wise,61,V8_ACE2,91,91,136.17588026444992,152.2028411613716,16.02696089692168,-0.6629909008086645,0.5082129350542849,0.0879120879120879,False
HIV,Column-wise,62,V8b_ACE2,91,91,694.1192100441062,637.4178556505141,-56.70135439359217,0.8376476944111529,0.4033432964784216,0.0879120879120879,False
HIV,Column-wise,63,V9_ACE2,91,91,523.224073766352,577.100037920606,53.87596415425401,-0.6824362273109483,0.4958450290541625,0.0769230769230769,False
HIV,CVAE,1,spikeProduction_D1D2,91,91,3.140899490524124,3.1400694165910994,-0.0008300739330246,0.0570240470504381,0.9546230518443878,0.3076923076923077,False
HIV,CVAE,2,spikeDecay_D1D2,91,91,0.0244701178642092,0.0244547928386664,-1.5325025542752002e-05,0.1415363451732875,0.8876861230902773,0.2307692307692307,False
HIV,CVAE,3,spikeProduction_D3,91,91,0.62353461260324,0.6234511471056676,-8.346549757232147e-05,0.185652757315035,0.8530649451104811,0.2527472527472527,False
HIV,CVAE,4,spikeDecay_D3,91,91,0.0087038677308585,0.0086768712787019,-2.699645215665896e-05,1.0225722814990017,0.3087866702517557,0.2747252747252747,False
HIV,CVAE,5,RBDProduction_D1D2,91,91,2.404523417189881,2.399352990663969,-0.0051704265259124,0.4685726997135467,0.6403402136100653,0.2967032967032967,False
HIV,CVAE,6,RBDDecay_D1D2,91,91,0.0215587161972627,0.021593405220371,3.468902310827318e-05,-1.3207109434726592,0.1894673556931352,0.3516483516483517,False
HIV,CVAE,7,RBDProduction_D3,91,91,0.8169864972869119,0.818767215524401,0.0017807182374891,-0.7083463154733736,0.4803326919217652,0.2527472527472527,False
HIV,CVAE,8,RBDDecay_D3,91,91,0.0113765128918892,0.0113603763364173,-1.613655547191839e-05,0.6543827124690088,0.5142681514377982,0.3516483516483517,False
HIV,CVAE,9,V1_blood_IgGspike,91,91,6.896112140718397,6.535444547841837,-0.3606675928765606,0.4427909636158515,0.658874116110683,0.3956043956043956,False
HIV,CVAE,10,V4_blood_IgGspike,91,91,203.0056377518308,166.90623331593943,-36.09940443589136,1.1580547827934968,0.2494889899757615,0.3186813186813186,False
HIV,CVAE,11,V4a_blood_IgGspike,91,91,125.34833855812366,97.11842518062382,-28.22991337749984,1.364422059191163,0.1755312602190939,0.2967032967032967,False
HIV,CVAE,12,V6_blood_IgGspike,91,91,924.6595707568492,885.3571177052928,-39.30245305155654,0.7087608856685033,0.4798033613920303,0.3626373626373626,False
HIV,CVAE,13,V8_blood_IgGspike,91,91,483.44704525287335,411.2097461407001,-72.23729911217322,1.4321192127826712,0.1546088407043823,0.2967032967032967,False
HIV,CVAE,14,V8a_blood_IgGspike,91,91,339.3911614889627,255.23729512979696,-84.15386635916576,2.1889267990882386,0.0305928444940502,0.2087912087912088,True
HIV,CVAE,15,V8b_blood_IgGspike,91,91,1349.6065938760946,1413.2513870406938,63.64479316459915,-1.8779628494746816,0.06286588877806,0.2527472527472527,False
HIV,CVAE,16,V9_blood_IgGspike,91,91,1015.3168724814614,1052.1900346357745,36.87316215431292,-0.6667313527348233,0.5062321430725789,0.4065934065934066,False
HIV,CVAE,17,V10_blood_IgGspike,91,91,962.7392485063154,844.2853604830228,-118.45388802329262,2.010462666833984,0.0468847168839002,0.4835164835164835,True
HIV,CVAE,18,V11_blood_IgGspike,91,91,1314.8465629829154,1325.7503145658052,10.903751582889754,-0.2916934029275643,0.7710059453646892,0.5494505494505495,False
HIV,CVAE,19,V1_blood_IgGRBD,91,91,5.13758461029975,5.388901249393002,0.2513166390932522,-0.2898117525455899,0.7724946377510223,0.3406593406593406,False
HIV,CVAE,20,V4_blood_IgGRBD,91,91,226.04022855549067,147.48274398636033,-78.55748456913034,1.322198139210796,0.1892090097113845,0.2417582417582417,False
HIV,CVAE,21,V4a_blood_IgGRBD,91,91,159.47874348504203,83.44714544107626,-76.03159804396577,1.4652379747599444,0.1462455959323028,0.1978021978021978,False
HIV,CVAE,22,V6_blood_IgGRBD,91,91,1757.633392538343,1620.1949308625944,-137.4384616757486,0.8435390654657574,0.4005482420012687,0.2747252747252747,False
HIV,CVAE,23,V8_blood_IgGRBD,91,91,562.1188489578583,360.6336242340423,-201.485224723816,2.2517590762646824,0.0263027100153868,0.1758241758241758,True
HIV,CVAE,24,V8a_blood_IgGRBD,91,91,494.1665499446156,284.38609297196945,-209.78045697264616,2.2953572500654134,0.0236370694524824,0.0989010989010989,True
HIV,CVAE,25,V8b_blood_IgGRBD,91,91,2589.502699417073,2660.238536122081,70.7358367050083,-0.4852983192828857,0.6283875859396569,0.2967032967032967,False
HIV,CVAE,26,V9_blood_IgGRBD,91,91,1610.33636033928,1518.0899866125085,-92.24637372677148,0.4931490662240856,0.6227771675612375,0.3956043956043956,False
HIV,CVAE,27,V10_blood_IgGRBD,91,91,1740.384233364692,1457.038302578769,-283.3459307859232,1.4774688334679826,0.1423397336242071,0.3956043956043956,False
HIV,CVAE,28,V11_blood_IgGRBD,91,91,2435.6731343898145,2481.888663826408,46.21552943659344,-0.2645832860765811,0.7917749449471692,0.3186813186813186,False
HIV,CVAE,29,V4_Saliva_IgGspike,91,91,44.520155346000585,42.19181046119103,-2.328344884809553,0.7191058848160992,0.473588177094069,0.2637362637362637,False
HIV,CVAE,30,V4_Saliva_IgGRBD,91,91,34.03445494174957,29.810892157502227,-4.2235627842473455,1.0271647882373591,0.3064938493969385,0.2967032967032967,False
HIV,CVAE,31,V5_Saliva_IgGspike,91,91,145.75231281021138,146.698486160446,0.9461733502346306,-0.0770295574767984,0.9387211341357892,0.2637362637362637,False
HIV,CVAE,32,V5_Saliva_IgGRBD,91,91,153.54405279473943,148.9174069415082,-4.626645853231224,0.296413035692678,0.7674210020210271,0.2747252747252747,False
HIV,CVAE,33,V8_Saliva_IgGspike,91,91,125.64155031200292,117.75310160039544,-7.888448711607481,0.762637251834033,0.4471101822084571,0.2307692307692307,False
HIV,CVAE,34,V8_Saliva_IgGRBD,91,91,122.48972522295438,121.31766099196214,-1.172064230992234,0.1045131479268727,0.916928056224257,0.2637362637362637,False
HIV,CVAE,35,V8b_Saliva_IgGspike,91,91,338.2158605004405,351.6511096325549,13.43524913211445,-1.1336698116922153,0.259237135327643,0.2087912087912088,False
HIV,CVAE,36,V8b_Saliva_IgGRBD,91,91,398.5726685543637,414.0143865229009,15.441717968537262,-1.0233791462274422,0.3081456372967724,0.1648351648351648,False
HIV,CVAE,37,V9_Saliva_IgGspike,91,91,223.05881720666704,225.14727581988325,2.0884586132162326,-0.1570743182711284,0.8754417344848952,0.2417582417582417,False
HIV,CVAE,38,V9_Saliva_IgGRBD,91,91,255.26088198462685,256.90166850666424,1.6407865220373878,-0.0845593741690528,0.93275146690105,0.2747252747252747,False
